gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
230,Spain,1979,2013,Roma,5000,23005000,,0.019,POWERLESS,false
235,Portugal,1946,2013,Portuguese,1000,23501000,,1,IRRELEVANT,
260,Germany Federal Republic,1955,2013,Germans,1000,26001000,,1,IRRELEVANT,
265,Germany Democratic Republic,1954,1989,Germans,1000,26501000,,1,IRRELEVANT,
290,Poland,1946,1956,Poles,1000,29001000,,0.81,DOMINANT,
290,Poland,1946,1956,Germans,2000,29002000,,0.14,DISCRIMINATED,false
290,Poland,1946,1956,Ukrainians,3000,29003000,,0.018,DISCRIMINATED,false
290,Poland,1946,1956,Byelorussians,4000,29004000,,0.009,POWERLESS,false
290,Poland,1946,1956,European and American Jews,5000,29005000,,0.004,POWERLESS,false
290,Poland,1946,1956,Roma,6000,29006000,,0.0005,DISCRIMINATED,false
290,Poland,1957,1967,Poles,1000,29001000,,0.98,DOMINANT,
290,Poland,1957,1967,Germans,2000,29002000,,0.007,DISCRIMINATED,false
290,Poland,1957,1967,Ukrainians,3000,29003000,,0.005,DISCRIMINATED,false
290,Poland,1957,1967,Byelorussians,4000,29004000,,0.005,POWERLESS,false
290,Poland,1957,1967,European and American Jews,5000,29005000,,0.004,DISCRIMINATED,false
290,Poland,1957,1967,Roma,6000,29006000,,0.0004,DISCRIMINATED,false
290,Poland,1968,1989,Poles,1000,29001000,,0.98,DOMINANT,
290,Poland,1968,1989,Germans,2000,29002000,,0.007,DISCRIMINATED,false
290,Poland,1968,1989,Ukrainians,3000,29003000,,0.005,DISCRIMINATED,false
290,Poland,1968,1989,Byelorussians,4000,29004000,,0.005,POWERLESS,false
290,Poland,1968,1989,European and American Jews,5000,29005000,,0.002,DISCRIMINATED,false
290,Poland,1968,1989,Roma,6000,29006000,,0.0004,DISCRIMINATED,false
290,Poland,1990,2013,Poles,1000,29001000,,0.96,MONOPOLY,
290,Poland,1990,2013,Ukrainians,3000,29003000,,0.01,POWERLESS,false
290,Poland,1990,2013,Germans,2000,29002000,,0.007,POWERLESS,false
290,Poland,1990,2013,Byelorussians,4000,29004000,,0.007,POWERLESS,false
290,Poland,1990,2013,Roma,6000,29006000,,0.001,POWERLESS,false
290,Poland,1990,2013,European and American Jews,5000,29005000,,0.0003,IRRELEVANT,
305,Austria,1955,2013,Austrians,1000,30501000,,0.93,MONOPOLY,
305,Austria,1955,2013,Slovenes,2000,30502000,,0.01,POWERLESS,false
310,Hungary,1946,1992,Hungarians,1000,31001000,,0.9,MONOPOLY,
310,Hungary,1946,1992,Roma,2000,31002000,,0.05,DISCRIMINATED,false
310,Hungary,1993,2013,Hungarians,1000,31001000,,0.9,MONOPOLY,
310,Hungary,1993,2013,Roma,2000,31002000,,0.05,POWERLESS,false
315,Czechoslovakia,1946,1968,Czechs,1000,31501000,,0.625,SENIOR PARTNER,false
315,Czechoslovakia,1946,1968,Slovaks,2000,31502000,,0.308,JUNIOR PARTNER,false
315,Czechoslovakia,1946,1968,Hungarians,3000,31503000,,0.041,POWERLESS,false
315,Czechoslovakia,1946,1968,Roma,4000,31504000,,0.026,DISCRIMINATED,false
315,Czechoslovakia,1969,1992,Czechs,1000,31501000,,0.625,SENIOR PARTNER,true
315,Czechoslovakia,1969,1992,Slovaks,2000,31502000,,0.308,JUNIOR PARTNER,true
315,Czechoslovakia,1969,1992,Hungarians,3000,31503000,,0.041,POWERLESS,false
315,Czechoslovakia,1969,1992,Roma,4000,31504000,,0.026,DISCRIMINATED,false
316,Czech Republic,1993,2013,Czechs,1000,31601000,,1,IRRELEVANT,
317,Slovakia,1993,1997,Slovaks,1000,31701000,,0.806,MONOPOLY,
317,Slovakia,1993,1997,Hungarians,2000,31702000,,0.101,POWERLESS,false
317,Slovakia,1993,1997,Roma,3000,31703000,,0.093,IRRELEVANT,
317,Slovakia,1998,2006,Slovaks,1000,31701000,,0.806,SENIOR PARTNER,false
317,Slovakia,1998,2006,Hungarians,2000,31702000,,0.101,JUNIOR PARTNER,false
317,Slovakia,1998,2006,Roma,3000,31703000,,0.093,IRRELEVANT,
317,Slovakia,2007,2010,Slovaks,1000,31701000,,0.806,MONOPOLY,
317,Slovakia,2007,2010,Hungarians,2000,31702000,,0.101,POWERLESS,false
317,Slovakia,2007,2010,Roma,3000,31703000,,0.093,IRRELEVANT,
317,Slovakia,2011,2012,Slovaks,1000,31701000,,0.806,SENIOR PARTNER,false
317,Slovakia,2011,2012,Hungarians,2000,31702000,,0.101,JUNIOR PARTNER,false
317,Slovakia,2011,2012,Roma,3000,31703000,,0.093,IRRELEVANT,
317,Slovakia,2013,2013,Slovaks,1000,31701000,,0.806,MONOPOLY,
317,Slovakia,2013,2013,Hungarians,2000,31702000,,0.101,POWERLESS,false
317,Slovakia,2013,2013,Roma,3000,31703000,,0.093,IRRELEVANT,
325,Italy,1946,1947,Italians,1000,32501000,,0.935,DOMINANT,
325,Italy,1946,1947,Sardinians,2000,32502000,,0.02,POWERLESS,false
325,Italy,1946,1947,Friulians,3000,32503000,,0.012,POWERLESS,false
325,Italy,1946,1947,German speakers (Austrians),4000,32504000,,0.005,POWERLESS,false
325,Italy,1946,1947,Aostans (French speakers),5000,32505000,,0.001,SELF-EXCLUSION,true
325,Italy,1946,1947,Roma,6000,32506000,,0.001,DISCRIMINATED,false
325,Italy,1948,2013,Italians,1000,32501000,,0.935,DOMINANT,
325,Italy,1948,2013,Sardinians,2000,32502000,,0.02,POWERLESS,true
325,Italy,1948,2013,Friulians,3000,32503000,,0.012,POWERLESS,true
325,Italy,1948,2013,German speakers (Austrians),4000,32504000,,0.005,POWERLESS,true
325,Italy,1948,2013,Aostans (French speakers),5000,32505000,,0.001,POWERLESS,true
325,Italy,1948,2013,Roma,6000,32506000,,0.001,DISCRIMINATED,false
339,Albania,1946,1989,Albanians,1000,33901000,,0.95,IRRELEVANT,
339,Albania,1946,1989,Greeks,2000,33902000,,0.03,IRRELEVANT,
339,Albania,1946,1989,Macedonians,3000,33903000,,0.01,IRRELEVANT,
339,Albania,1990,2013,Albanians,1000,33901000,,0.82,MONOPOLY,
339,Albania,1990,2013,Greeks,2000,33902000,,0.08,POWERLESS,false
339,Albania,1990,2013,Macedonians,3000,33903000,,0.02,POWERLESS,false
340,Serbia,2007,2008,Serbs,1000,34001000,,0.66,DOMINANT,
340,Serbia,2007,2008,Albanians,6000,34006000,,0.21,SELF-EXCLUSION,true
340,Serbia,2007,2008,Hungarians,11000,34011000,,0.031,POWERLESS,true
340,Serbia,2007,2008,Bosniak/Muslims,4000,34004000,,0.014,POWERLESS,false
340,Serbia,2007,2008,Roma,12000,34012000,,0.014,POWERLESS,false
340,Serbia,2007,2008,Croats,2000,34002000,,0.007,POWERLESS,false
340,Serbia,2007,2008,Montenegrins,9000,34009000,,0.007,POWERLESS,false
340,Serbia,2009,2013,Serbs,1000,34001000,,0.838,DOMINANT,
340,Serbia,2009,2013,Hungarians,11000,34011000,,0.035,POWERLESS,true
340,Serbia,2009,2013,Bosniak/Muslims,4000,34004000,,0.023,POWERLESS,false
340,Serbia,2009,2013,Croats,2000,34002000,,0.008,POWERLESS,false
340,Serbia,2009,2013,Montenegrins,9000,34009000,,0.005,POWERLESS,false
340,Serbia,2009,2013,Roma,12000,34012000,,0.004,POWERLESS,false
340,Serbia,2009,2013,Albanians,6000,34006000,,0.001,POWERLESS,false
341,Montenegro,2006,2013,Montenegrins,1000,34101000,,0.45,SENIOR PARTNER,false
341,Montenegro,2006,2013,Serbs,2000,34102000,,0.287,JUNIOR PARTNER,false
341,Montenegro,2006,2013,Bosniak/Muslims,3000,34103000,,0.119,POWERLESS,false
341,Montenegro,2006,2013,Croats,5000,34105000,,0.09,POWERLESS,false
341,Montenegro,2006,2013,Roma,6000,34106000,,0.08,DISCRIMINATED,false
341,Montenegro,2006,2013,Albanians,4000,34104000,,0.049,POWERLESS,false
343,Macedonia,1991,2013,Macedonians,1000,34301000,,0.642,SENIOR PARTNER,false
343,Macedonia,1991,2013,Albanians,2000,34302000,,0.252,JUNIOR PARTNER,false
343,Macedonia,1991,2013,Turks,5000,34305000,,0.039,POWERLESS,false
343,Macedonia,1991,2013,Roma,3000,34303000,,0.027,POWERLESS,false
343,Macedonia,1991,2013,Serbs,4000,34304000,,0.018,POWERLESS,false
344,Croatia,1991,1995,Croats,1000,34401000,,0.781,MONOPOLY,
344,Croatia,1991,1995,Serbs,2000,34402000,,0.122,SELF-EXCLUSION,true
344,Croatia,1991,1995,Roma,5000,34405000,,0.0077,DISCRIMINATED,false
344,Croatia,1991,1995,Bosniaks,3000,34403000,,0.0047,IRRELEVANT,
344,Croatia,1991,1995,Italians,4000,34404000,,0.0044,IRRELEVANT,
344,Croatia,1991,1995,Hungarians,6000,34406000,,0.004,IRRELEVANT,
344,Croatia,1996,2013,Croats,1000,34401000,,0.904,DOMINANT,
344,Croatia,1996,2013,Serbs,2000,34402000,,0.043,DISCRIMINATED,false
344,Croatia,1996,2013,Bosniaks,3000,34403000,,0.0073,POWERLESS,false
344,Croatia,1996,2013,Italians,4000,34404000,,0.0042,POWERLESS,false
344,Croatia,1996,2013,Roma,5000,34405000,,0.004,DISCRIMINATED,false
344,Croatia,1996,2013,Hungarians,6000,34406000,,0.0033,POWERLESS,false
345,Serbia and Montenegro,1946,1966,Serbs,1000,34501000,,0.36,SENIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Croats,2000,34502000,,0.2,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Bosniaks/Muslims,4000,34504000,,0.1,POWERLESS,true
345,Serbia and Montenegro,1946,1966,Albanians,6000,34506000,,0.09,DISCRIMINATED,false
345,Serbia and Montenegro,1946,1966,Slovenes,7000,34507000,,0.08,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Macedonians,8000,34508000,,0.06,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Montenegrins,9000,34509000,,0.02,JUNIOR PARTNER,true
345,Serbia and Montenegro,1946,1966,Hungarians,11000,34511000,,0.02,POWERLESS,false
345,Serbia and Montenegro,1946,1966,Roma,12000,34512000,,0.014,IRRELEVANT,
345,Serbia and Montenegro,1967,1986,Serbs,1000,34501000,,0.36,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Croats,2000,34502000,,0.2,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Bosniaks/Muslims,4000,34504000,,0.1,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Albanians,6000,34506000,,0.09,POWERLESS,true
345,Serbia and Montenegro,1967,1986,Slovenes,7000,34507000,,0.08,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Macedonians,8000,34508000,,0.06,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Montenegrins,9000,34509000,,0.02,SENIOR PARTNER,true
345,Serbia and Montenegro,1967,1986,Hungarians,11000,34511000,,0.02,POWERLESS,true
345,Serbia and Montenegro,1967,1986,Roma,12000,34512000,,0.014,IRRELEVANT,
345,Serbia and Montenegro,1987,1991,Serbs,1000,34501000,,0.36,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Croats,2000,34502000,,0.2,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Bosniaks/Muslims,4000,34504000,,0.1,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Albanians,6000,34506000,,0.09,DISCRIMINATED,false
345,Serbia and Montenegro,1987,1991,Slovenes,7000,34507000,,0.08,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Macedonians,8000,34508000,,0.06,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Montenegrins,9000,34509000,,0.02,SENIOR PARTNER,true
345,Serbia and Montenegro,1987,1991,Hungarians,11000,34511000,,0.02,POWERLESS,false
345,Serbia and Montenegro,1987,1991,Roma,12000,34512000,,0.014,IRRELEVANT,
345,Serbia and Montenegro,1992,1992,Serbs,1000,34501000,,0.53,SENIOR PARTNER,true
345,Serbia and Montenegro,1992,1992,Bosniaks/Muslims,4000,34504000,,0.15,DISCRIMINATED,false
345,Serbia and Montenegro,1992,1992,Albanians,6000,34506000,,0.12,DISCRIMINATED,false
345,Serbia and Montenegro,1992,1992,Croats,2000,34502000,,0.06,DISCRIMINATED,false
345,Serbia and Montenegro,1992,1992,Montenegrins,9000,34509000,,0.036,JUNIOR PARTNER,true
345,Serbia and Montenegro,1992,1992,Hungarians,11000,34511000,,0.023,POWERLESS,false
345,Serbia and Montenegro,1992,1992,Roma,12000,34512000,,0.014,IRRELEVANT,
345,Serbia and Montenegro,1993,1999,Serbs,1000,34501000,,0.62,SENIOR PARTNER,true
345,Serbia and Montenegro,1993,1999,Albanians,6000,34506000,,0.17,DISCRIMINATED,false
345,Serbia and Montenegro,1993,1999,Montenegrins,9000,34509000,,0.05,JUNIOR PARTNER,true
345,Serbia and Montenegro,1993,1999,Bosniaks/Muslims,4000,34504000,,0.03,DISCRIMINATED,false
345,Serbia and Montenegro,1993,1999,Hungarians,11000,34511000,,0.03,POWERLESS,false
345,Serbia and Montenegro,1993,1999,Roma,12000,34512000,,0.014,IRRELEVANT,
345,Serbia and Montenegro,1993,1999,Croats,2000,34502000,,0.01,DISCRIMINATED,false
345,Serbia and Montenegro,2000,2006,Serbs,1000,34501000,,0.62,SENIOR PARTNER,true
345,Serbia and Montenegro,2000,2006,Albanians,6000,34506000,,0.17,SELF-EXCLUSION,true
345,Serbia and Montenegro,2000,2006,Montenegrins,9000,34509000,,0.05,JUNIOR PARTNER,true
345,Serbia and Montenegro,2000,2006,Bosniaks/Muslims,4000,34504000,,0.03,POWERLESS,false
345,Serbia and Montenegro,2000,2006,Hungarians,11000,34511000,,0.03,POWERLESS,true
345,Serbia and Montenegro,2000,2006,Roma,12000,34512000,,0.014,POWERLESS,false
345,Serbia and Montenegro,2000,2006,Croats,2000,34502000,,0.01,POWERLESS,false
346,Bosnia and Herzegovina,1992,1995,Bosniaks/Muslims,1000,34601000,,0.437,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1992,1995,Serbs,2000,34602000,,0.313,SELF-EXCLUSION,true
346,Bosnia and Herzegovina,1992,1995,Croats,3000,34603000,,0.173,JUNIOR PARTNER,true
346,Bosnia and Herzegovina,1992,1995,Roma,4000,34604000,,0.01,DISCRIMINATED,false
346,Bosnia and Herzegovina,1996,2013,Bosniaks/Muslims,1000,34601000,,0.484,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1996,2013,Serbs,2000,34602000,,0.327,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1996,2013,Croats,3000,34603000,,0.143,SENIOR PARTNER,true
346,Bosnia and Herzegovina,1996,2013,Roma,4000,34604000,,0.01,DISCRIMINATED,false
347,Kosovo,2008,2013,Albanians,1000,34701000,,0.9,DOMINANT,
347,Kosovo,2008,2013,Serbs,2000,34702000,,0.053,POWERLESS,false
347,Kosovo,2008,2013,Bosniaks,6000,34706000,,0.016,POWERLESS,false
347,Kosovo,2008,2013,Roma,3000,34703000,,0.011,POWERLESS,false
347,Kosovo,2008,2013,Gorani,4000,34704000,,0.01,POWERLESS,false
347,Kosovo,2008,2013,Turks,5000,34705000,,0.004,POWERLESS,false
349,Slovenia,1991,2013,Slovenes,1000,34901000,,0.831,DOMINANT,
349,Slovenia,1991,2013,Serbs,2000,34902000,,0.02,DISCRIMINATED,false
349,Slovenia,1991,2013,Croats,3000,34903000,,0.018,DISCRIMINATED,false
349,Slovenia,1991,2013,Bosniaks,4000,34904000,,0.011,DISCRIMINATED,false
349,Slovenia,1991,2013,Hungarians,5000,34905000,,0.0032,POWERLESS,false
349,Slovenia,1991,2013,Albanians,7000,34907000,,0.0031,DISCRIMINATED,false
349,Slovenia,1991,2013,Italians,6000,34906000,,0.0011,POWERLESS,false
349,Slovenia,1991,2013,Roma,8000,34908000,,0.001,DISCRIMINATED,false
350,Greece,1946,2013,Greeks,1000,35001000,,0.96,MONOPOLY,
350,Greece,1946,2013,Roma,3000,35003000,,0.017,DISCRIMINATED,false
350,Greece,1946,2013,Macedonians,4000,35004000,,0.013,DISCRIMINATED,false
350,Greece,1946,2013,Muslims,2000,35002000,,0.01,POWERLESS,false
352,Cyprus,1960,1963,Greeks,1000,35201000,,0.8,SENIOR PARTNER,false
352,Cyprus,1960,1963,Turks,2000,35202000,,0.18,SENIOR PARTNER,false
352,Cyprus,1964,1967,Greeks,1000,35201000,,0.8,MONOPOLY,
352,Cyprus,1964,1967,Turks,2000,35202000,,0.18,POWERLESS,false
352,Cyprus,1968,2013,Greeks,1000,35201000,,0.8,MONOPOLY,
352,Cyprus,1968,2013,Turks,2000,35202000,,0.18,SELF-EXCLUSION,true
355,Bulgaria,1946,1957,Bulgarians,1000,35501000,,0.83,MONOPOLY,
355,Bulgaria,1946,1957,Turkish,2000,35502000,,0.1,IRRELEVANT,
355,Bulgaria,1946,1957,Roma,3000,35503000,,0.05,IRRELEVANT,
355,Bulgaria,1946,1957,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,1946,1957,Macedonians,5000,35505000,,0.002,IRRELEVANT,
355,Bulgaria,1958,1989,Bulgarians,1000,35501000,,0.83,MONOPOLY,
355,Bulgaria,1958,1989,Turkish,2000,35502000,,0.1,DISCRIMINATED,false
355,Bulgaria,1958,1989,Roma,3000,35503000,,0.05,DISCRIMINATED,false
355,Bulgaria,1958,1989,Pomaks,4000,35504000,,0.017,DISCRIMINATED,false
355,Bulgaria,1958,1989,Macedonians,5000,35505000,,0.002,IRRELEVANT,
355,Bulgaria,1990,1998,Bulgarians,1000,35501000,,0.83,MONOPOLY,
355,Bulgaria,1990,1998,Turkish,2000,35502000,,0.1,POWERLESS,false
355,Bulgaria,1990,1998,Roma,3000,35503000,,0.05,POWERLESS,false
355,Bulgaria,1990,1998,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,1990,1998,Macedonians,5000,35505000,,0.002,IRRELEVANT,
355,Bulgaria,1999,1999,Bulgarians,1000,35501000,,0.83,MONOPOLY,
355,Bulgaria,1999,1999,Turkish,2000,35502000,,0.1,POWERLESS,false
355,Bulgaria,1999,1999,Roma,3000,35503000,,0.05,POWERLESS,false
355,Bulgaria,1999,1999,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,1999,1999,Macedonians,5000,35505000,,0.002,POWERLESS,false
355,Bulgaria,2000,2001,Bulgarians,1000,35501000,,0.83,MONOPOLY,
355,Bulgaria,2000,2001,Turkish,2000,35502000,,0.1,POWERLESS,false
355,Bulgaria,2000,2001,Roma,3000,35503000,,0.05,POWERLESS,false
355,Bulgaria,2000,2001,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,2000,2001,Macedonians,5000,35505000,,0.002,DISCRIMINATED,false
355,Bulgaria,2002,2009,Bulgarians,1000,35501000,,0.83,SENIOR PARTNER,false
355,Bulgaria,2002,2009,Turkish,2000,35502000,,0.1,JUNIOR PARTNER,false
355,Bulgaria,2002,2009,Roma,3000,35503000,,0.05,POWERLESS,false
355,Bulgaria,2002,2009,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,2002,2009,Macedonians,5000,35505000,,0.002,DISCRIMINATED,false
355,Bulgaria,2010,2013,Bulgarians,1000,35501000,,0.83,DOMINANT,false
355,Bulgaria,2010,2013,Turkish,2000,35502000,,0.1,POWERLESS,false
355,Bulgaria,2010,2013,Roma,3000,35503000,,0.05,POWERLESS,false
355,Bulgaria,2010,2013,Pomaks,4000,35504000,,0.017,IRRELEVANT,
355,Bulgaria,2010,2013,Macedonians,5000,35505000,,0.002,DISCRIMINATED,false
359,Moldova,1991,1994,Moldovans,1000,35901000,,0.7,DOMINANT,
359,Moldova,1991,1994,Russian speakers,3000,35903000,,0.21,POWERLESS,false
359,Moldova,1991,1994,Gagauz,4000,35904000,,0.038,SELF-EXCLUSION,true
359,Moldova,1991,1994,Bulgarians,5000,35905000,,0.02,POWERLESS,false
359,Moldova,1995,2001,Moldovans,1000,35901000,,0.7,DOMINANT,
359,Moldova,1995,2001,Russian speakers,3000,35903000,,0.21,POWERLESS,false
359,Moldova,1995,2001,Gagauz,4000,35904000,,0.038,POWERLESS,true
359,Moldova,1995,2001,Bulgarians,5000,35905000,,0.02,POWERLESS,false
359,Moldova,2002,2010,Moldovans,1000,35901000,,0.7,SENIOR PARTNER,false
359,Moldova,2002,2010,Russian speakers,3000,35903000,,0.21,JUNIOR PARTNER,false
359,Moldova,2002,2010,Gagauz,4000,35904000,,0.038,POWERLESS,true
359,Moldova,2002,2010,Bulgarians,5000,35905000,,0.02,POWERLESS,false
359,Moldova,2011,2013,Moldovans,1000,35901000,,0.7,DOMINANT,false
359,Moldova,2011,2013,Russian speakers,3000,35903000,,0.21,POWERLESS,false
359,Moldova,2011,2013,Gagauz,4000,35904000,,0.038,POWERLESS,true
359,Moldova,2011,2013,Bulgarians,5000,35905000,,0.02,POWERLESS,false
360,Romania,1946,1956,Romanians,1000,36001000,,0.895,DOMINANT,
360,Romania,1946,1956,Hungarians,2000,36002000,,0.066,POWERLESS,true
360,Romania,1946,1956,Roma,3000,36003000,,0.025,IRRELEVANT,
360,Romania,1946,1956,Germans,4000,36004000,,0.002,IRRELEVANT,
360,Romania,1957,1988,Romanians,1000,36001000,,0.895,DOMINANT,
360,Romania,1957,1988,Hungarians,2000,36002000,,0.066,DISCRIMINATED,false
360,Romania,1957,1988,Roma,3000,36003000,,0.025,DISCRIMINATED,false
360,Romania,1957,1988,Germans,4000,36004000,,0.002,DISCRIMINATED,false
360,Romania,1989,1995,Romanians,1000,36001000,,0.895,DOMINANT,
360,Romania,1989,1995,Hungarians,2000,36002000,,0.066,POWERLESS,false
360,Romania,1989,1995,Roma,3000,36003000,,0.025,POWERLESS,false
360,Romania,1989,1995,Germans,4000,36004000,,0.002,POWERLESS,false
360,Romania,1996,2008,Romanians,1000,36001000,,0.895,SENIOR PARTNER,false
360,Romania,1996,2008,Hungarians,2000,36002000,,0.066,JUNIOR PARTNER,false
360,Romania,1996,2008,Roma,3000,36003000,,0.025,POWERLESS,false
360,Romania,1996,2008,Germans,4000,36004000,,0.002,POWERLESS,false
360,Romania,2009,2009,Romanians,1000,36001000,,0.895,DOMINANT,
360,Romania,2009,2009,Hungarians,2000,36002000,,0.066,POWERLESS,false
360,Romania,2009,2009,Roma,3000,36003000,,0.025,POWERLESS,false
360,Romania,2009,2009,Germans,4000,36004000,,0.002,POWERLESS,false
360,Romania,2010,2012,Romanians,1000,36001000,,0.895,SENIOR PARTNER,false
360,Romania,2010,2012,Hungarians,2000,36002000,,0.066,JUNIOR PARTNER,false
360,Romania,2010,2012,Roma,3000,36003000,,0.025,POWERLESS,false
360,Romania,2010,2012,Germans,4000,36004000,,0.002,POWERLESS,false
360,Romania,2013,2013,Romanians,1000,36001000,,0.895,DOMINANT,false
360,Romania,2013,2013,Hungarians,2000,36002000,,0.066,POWERLESS,false
360,Romania,2013,2013,Roma,3000,36003000,,0.025,POWERLESS,false
360,Romania,2013,2013,Germans,4000,36004000,,0.002,POWERLESS,false
365,Russia,1946,1956,Russians,1000,36501000,,0.54,SENIOR PARTNER,true
365,Russia,1946,1956,Ukrainians,2000,36502000,,0.17,JUNIOR PARTNER,true
365,Russia,1946,1956,Byelorussians,4000,36504000,,0.03,POWERLESS,true
365,Russia,1946,1956,Tatars,3000,36503000,,0.02,POWERLESS,true
365,Russia,1946,1956,Uzbeks,5000,36505000,,0.02,POWERLESS,true
365,Russia,1946,1956,Armenians,8000,36508000,,0.01,POWERLESS,true
365,Russia,1946,1956,Azerbaijanis,9000,36509000,,0.01,POWERLESS,true
365,Russia,1946,1956,Georgians,10000,36510000,,0.01,POWERLESS,true
365,Russia,1946,1956,Jews,11000,36511000,,0.01,DISCRIMINATED,false
365,Russia,1946,1956,Kazakhs,12000,36512000,,0.01,POWERLESS,true
365,Russia,1946,1956,Lithuanians,13000,36513000,,0.01,DISCRIMINATED,false
365,Russia,1946,1956,Moldovans,14000,36514000,,0.01,POWERLESS,true
365,Russia,1946,1956,Germans,17000,36517000,,0.008,DISCRIMINATED,false
365,Russia,1946,1956,Chuvashes,6000,36506000,,0.007,POWERLESS,true
365,Russia,1946,1956,Poles,18000,36518000,,0.007,DISCRIMINATED,false
365,Russia,1946,1956,Tajiks,19000,36519000,,0.007,POWERLESS,true
365,Russia,1946,1956,Mordva,20000,36520000,,0.006,POWERLESS,true
365,Russia,1946,1956,Latvians,21000,36521000,,0.006,DISCRIMINATED,false
365,Russia,1946,1956,Bashkirs,7000,36507000,,0.005,POWERLESS,true
365,Russia,1946,1956,Kirghis,22000,36522000,,0.005,POWERLESS,true
365,Russia,1946,1956,Estonians,24000,36524000,,0.005,DISCRIMINATED,false
365,Russia,1946,1956,Turkmens,25000,36525000,,0.005,POWERLESS,true
365,Russia,1946,1956,Udmurt,30000,36530000,,0.003,POWERLESS,true
365,Russia,1946,1956,Chechens,16000,36516000,,0.002,DISCRIMINATED,false
365,Russia,1946,1956,Ossetes,27000,36527000,,0.002,POWERLESS,true
365,Russia,1946,1956,Mari,29000,36529000,,0.002,POWERLESS,true
365,Russia,1946,1956,Koreans,38000,36538000,,0.002,DISCRIMINATED,false
365,Russia,1946,1956,Avars,23000,36523000,,0.001,POWERLESS,true
365,Russia,1946,1956,Dargins,26000,36526000,,0.001,POWERLESS,true
